EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT_LOW,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT_LOW,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT_LOW,
0,314800,0,0,225100,100,
0,314500,0,0,225400,100,
0,318100,0,0,221800,100,
0,318100,0,0,221800,100,
0,327700,0,0,212200,100,
0,327700,0,0,212200,100,
0,325900,0,0,214000,100,
0,325900,0,0,214000,100,
0,331300,0,0,208600,100,
0,331300,0,0,208600,100,
0,331600,0,0,208300,100,
0,331600,0,0,208300,100,
0,331600,0,0,208300,100,
0,323800,0,0,216100,100,
0,318400,0,0,221500,100,
0,318400,0,0,221500,100,
0,324400,0,0,215500,100,
0,326200,0,0,213700,100,
0,326200,0,0,213700,100,
0,334000,0,0,205900,100,
0,334000,0,0,205900,100,
0,334000,0,0,205900,100,
0,345400,0,0,194500,100,
0,350800,0,0,189100,100,
0,354400,0,0,185500,100,
0,354400,0,0,185500,100,
0,354400,0,0,185500,100,
0,354400,0,0,185500,100,
0,353800,0,0,186100,100,
0,353800,0,0,186100,100,
0,353800,0,0,186100,100,
0,354400,0,0,185500,100,
0,347200,0,0,192700,100,
0,349000,0,0,190900,100,
0,349600,0,0,190300,100,
0,347800,0,0,192100,100,
0,347800,0,0,192100,100,
0,353800,0,0,186100,100,
0,352000,0,0,187900,100,
0,352000,0,0,187900,100,
0,352300,0,0,187600,100,
0,352300,0,0,187600,100,
0,352300,0,0,187600,100,
0,352000,0,0,187900,100,
0,353800,0,0,186100,100,
0,353800,0,0,186100,100,
0,356200,0,0,183700,100,
0,356200,0,0,183700,100,
0,354400,0,0,185500,100,
0,348400,0,0,191500,100,
0,348400,0,0,191500,100,
0,355600,0,0,184300,100,
0,355900,0,0,184000,100,
0,355900,0,0,184000,100,
0,354100,0,0,185800,100,
0,354700,0,0,185200,100,
0,349300,0,0,190600,100,
0,349300,0,0,190600,100,
0,349600,0,0,190300,100,
0,349600,0,0,190300,100,
0,356800,0,0,183100,100,
0,356500,0,0,183400,100,
0,356500,0,0,183400,100,
0,356500,0,0,183400,100,
0,350500,0,0,189400,100,
0,350500,0,0,189400,100,
0,350500,0,0,189400,100,
0,356500,0,0,183400,100,
0,356500,0,0,183400,100,
0,356500,0,0,183400,100,
0,356800,0,0,183100,100,
0,356800,0,0,183100,100,
0,351400,0,0,188500,100,
0,359200,0,0,180700,100,
0,359200,0,0,180700,100,
0,359200,0,0,180700,100,
0,359500,0,0,180400,100,
0,359500,0,0,180400,100,
0,359500,0,0,180400,100,
0,351700,0,0,188200,100,
0,349900,0,0,190000,100,
0,349900,0,0,190000,100,
0,343900,0,0,196000,100,
0,345700,0,0,194200,100,
0,349300,0,0,190600,100,
0,349000,0,0,190900,100,
0,347200,0,0,192700,100,
0,347200,0,0,192700,100,
0,347500,0,0,192400,100,
0,347500,0,0,192400,100,
0,351100,0,0,188800,100,
0,343300,0,0,196600,100,
0,339700,0,0,200200,100,
0,339700,0,0,200200,100,
0,340000,0,0,199900,100,
0,340000,0,0,199900,100,
0,340000,0,0,199900,100,
0,339700,0,0,200200,100,
0,339700,0,0,200200,100,
0,339700,0,0,200200,100,
0,337300,0,0,202600,100,
0,342700,0,0,197200,100,
0,342700,0,0,197200,100,
0,345100,0,0,194800,100,
0,345100,0,0,194800,100,
0,346900,0,0,193000,100,
0,347200,0,0,192700,100,
0,347200,0,0,192700,100,
0,347200,0,0,192700,100,
0,346600,0,0,193300,100,
0,346600,0,0,193300,100,
0,346600,0,0,193300,100,
0,346000,0,0,193900,100,
0,344200,0,0,195700,100,
0,344200,0,0,195700,100,
0,343900,0,0,196000,100,
0,343900,0,0,196000,100,
0,336700,0,0,203200,100,
0,337000,0,0,202900,100,
0,337000,0,0,202900,100,
0,337000,0,0,202900,100,
0,337000,0,0,202900,100,
0,326200,0,0,213700,100,
0,328000,0,0,211900,100,
0,328300,0,0,211600,100,
0,328300,0,0,211600,100,
0,328300,0,0,211600,100,
0,328900,0,0,211000,100,
0,319900,0,0,220000,100,
0,319900,0,0,220000,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,320500,0,0,219400,100,
0,321100,0,0,218800,100,
0,321100,0,0,218800,100,
0,322900,0,0,217000,100,
0,327100,0,0,212800,100,
0,327100,0,0,212800,100,
0,327100,0,0,212800,100,
0,327700,0,0,212200,100,
0,327700,0,0,212200,100,
0,327700,0,0,212200,100,
0,328000,0,0,211900,100,
0,328000,0,0,211900,100,
0,328000,0,0,211900,100,
0,327700,0,0,212200,100,
0,322300,0,0,217600,100,
0,322300,0,0,217600,100,
0,322600,0,0,217300,100,
0,322600,0,0,217300,100,
0,322600,0,0,217300,100,
0,322300,0,0,217600,100,
0,322300,0,0,217600,100,
0,322300,0,0,217600,100,
0,322900,0,0,217000,100,
0,322900,0,0,217000,100,
0,322900,0,0,217000,100,
0,332500,0,0,207400,100,
0,332500,0,0,207400,100,
0,332500,0,0,207400,100,
0,342100,0,0,197800,100,
0,342100,0,0,197800,100,
0,342100,0,0,197800,100,
0,341800,0,0,198100,100,
0,341800,0,0,198100,100,
0,341800,0,0,198100,100,
0,341200,0,0,198700,100,
0,341200,0,0,198700,100,
0,341200,0,0,198700,100,
0,340900,0,0,199000,100,
0,340900,0,0,199000,100,
0,340900,0,0,199000,100,
0,348700,0,0,191200,100,
0,348700,0,0,191200,100,
0,348700,0,0,191200,100,
0,348100,0,0,191800,100,
0,346300,0,0,193600,100,
0,340900,0,0,199000,100,
0,340300,0,0,199600,100,
0,340300,0,0,199600,100,
0,343900,0,0,196000,100,
0,336100,0,0,203800,100,
0,341500,0,0,198400,100,
0,341500,0,0,198400,100,
0,341800,0,0,198100,100,
0,350800,0,0,189100,100,
0,358000,0,0,181900,100,
0,357400,0,0,182500,100,
0,357400,0,0,182500,100,
0,357400,0,0,182500,100,
0,356800,0,0,183100,100,
0,356800,0,0,183100,100,
0,356800,0,0,183100,100,
0,352600,0,0,187300,100,
0,352600,0,0,187300,100,
0,352600,0,0,187300,100,
0,352900,0,0,187000,100,
0,352900,0,0,187000,100,
0,352900,0,0,187000,100,
0,352600,0,0,187300,100,
0,352600,0,0,187300,100,
0,354400,0,0,185500,100,
0,353800,0,0,186100,100,
0,353800,0,0,186100,100,
0,355600,0,0,184300,100,
0,355300,0,0,184600,100,
0,351700,0,0,188200,100,
0,351700,0,0,188200,100,
0,359500,0,0,180400,100,
0,359500,0,0,180400,100,
0,366700,0,0,173200,100,
0,366100,0,0,173800,100,
0,358900,0,0,181000,100,
0,358900,0,0,181000,100,
0,364900,0,0,175000,100,
0,366700,0,0,173200,100,
0,366700,0,0,173200,100,
0,366400,0,0,173500,100,
0,366400,0,0,173500,100,
0,366400,0,0,173500,100,
0,366700,0,0,173200,100,
0,366700,0,0,173200,100,
0,366700,0,0,173200,100,
0,366400,0,0,173500,100,
0,364600,0,0,175300,100,
0,364600,0,0,175300,100,
0,362200,0,0,177700,100,
0,362200,0,0,177700,100,
0,362200,0,0,177700,100,
0,361900,0,0,178000,100,
0,361900,0,0,178000,100,
0,361900,0,0,178000,100,
0,362500,0,0,177400,100,
0,367900,0,0,172000,100,
0,367900,0,0,172000,100,
0,367600,0,0,172300,100,
0,367600,0,0,172300,100,
0,367600,0,0,172300,100,
0,368200,0,0,171700,100,
0,368200,0,0,171700,100,
0,368200,0,0,171700,100,
0,368200,0,0,171700,100,
0,366400,0,0,173500,100,
0,364600,0,0,175300,100,
0,364900,0,0,175000,100,
0,372100,0,0,167800,100,
0,372100,0,0,167800,100,
0,364300,0,0,175600,100,
0,364300,0,0,175600,100,
0,373300,0,0,166600,100,
0,373600,0,0,166300,100,
0,373600,0,0,166300,100,
0,373600,0,0,166300,100,
0,381400,0,0,158500,100,
0,381400,0,0,158500,100,
0,386800,0,0,153100,100,
0,386200,0,0,153700,100,
0,386200,0,0,153700,100,
0,384400,0,0,155500,100,
0,384100,0,0,155800,100,
0,384100,0,0,155800,100,
0,384100,0,0,155800,100,
0,384400,0,0,155500,100,
0,379000,0,0,160900,100,
0,379000,0,0,160900,100,
0,379600,0,0,160300,100,
0,379600,0,0,160300,100,
0,379600,0,0,160300,100,
0,379000,0,0,160900,100,
0,382600,0,0,157300,100,
0,382600,0,0,157300,100,
0,382300,0,0,157600,100,
0,387700,0,0,152200,100,
0,387700,0,0,152200,100,
0,395500,0,0,144400,100,
0,400900,0,0,139000,100,
0,400900,0,0,139000,100,
0,401500,0,0,138400,100,
0,414100,0,0,125800,100,
0,414100,0,0,125800,100,
0,420100,0,0,119800,100,
0,430900,0,0,109000,100,
0,430900,0,0,109000,100,
0,435100,0,0,104800,100,
0,435100,0,0,104800,100,
0,435100,0,0,104800,100,
0,427300,0,0,112600,100,
0,427300,0,0,112600,100,
0,418300,0,0,121600,100,
0,418900,0,0,121000,100,
0,418900,0,0,121000,100,
0,418900,0,0,121000,100,
0,419200,0,0,120700,100,
0,419200,0,0,120700,100,
0,419200,0,0,120700,100,
0,409600,0,0,130300,100,
0,409600,0,0,130300,100,
0,409600,0,0,130300,100,
0,409900,0,0,130000,100,
0,409900,0,0,130000,100,
0,409900,0,0,130000,100,
0,403900,0,0,136000,100,
0,403900,0,0,136000,100,
0,393100,0,0,146800,100,
0,393400,0,0,146500,100,
0,398800,0,0,141100,100,
0,397000,0,0,142900,100,
0,396400,0,0,143500,100,
0,396400,0,0,143500,100,
0,396400,0,0,143500,100,
0,386800,0,0,153100,100,
0,386800,0,0,153100,100,
0,395800,0,0,144100,100,
0,396400,0,0,143500,100,
0,385600,0,0,154300,100,
0,387400,0,0,152500,100,
0,385000,0,0,154900,100,
0,385000,0,0,154900,100,
0,385000,0,0,154900,100,
0,385600,0,0,154300,100,
0,383800,0,0,156100,100,
0,383800,0,0,156100,100,
0,383200,0,0,156700,100,
0,383200,0,0,156700,100,
0,383200,0,0,156700,100,
0,394600,0,0,145300,100,
0,398200,0,0,141700,100,
0,398200,0,0,141700,100,
0,397600,0,0,142300,100,
0,399400,0,0,140500,100,
0,395800,0,0,144100,100,
0,386200,0,0,153700,100,
0,386200,0,0,153700,100,
0,386200,0,0,153700,100,
0,386500,0,0,153400,100,
0,391900,0,0,148000,100,
0,395500,0,0,144400,100,
0,401500,0,0,138400,100,
0,399700,0,0,140200,100,
0,397900,0,0,142000,100,
0,398200,0,0,141700,100,
0,403600,0,0,136300,100,
0,407200,0,0,132700,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,412300,0,0,127600,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,412600,0,0,127300,100,
0,410800,0,0,129100,100,
0,410800,0,0,129100,100,
0,410200,0,0,129700,100,
0,410200,0,0,129700,100,
0,419200,0,0,120700,100,
0,418600,0,0,121300,100,
0,418600,0,0,121300,100,
0,407800,0,0,132100,100,
0,408100,0,0,131800,100,
0,406300,0,0,133600,100,
0,406300,0,0,133600,100,
0,396700,0,0,143200,100,
0,389500,0,0,150400,100,
0,389500,0,0,150400,100,
0,389800,0,0,150100,100,
0,389800,0,0,150100,100,
0,395200,0,0,144700,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,395500,0,0,144400,100,
0,395500,0,0,144400,100,
0,395500,0,0,144400,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,396400,0,0,143500,100,
0,396400,0,0,143500,100,
0,396400,0,0,143500,100,
0,397000,0,0,142900,100,
0,398800,0,0,141100,100,
0,398800,0,0,141100,100,
0,398500,0,0,141400,100,
0,402100,0,0,137800,100,
0,402100,0,0,137800,100,
0,397900,0,0,142000,100,
0,397900,0,0,142000,100,
0,397900,0,0,142000,100,
0,397600,0,0,142300,100,
0,397600,0,0,142300,100,
0,397600,0,0,142300,100,
0,397900,0,0,142000,100,
0,405100,0,0,134800,100,
0,405100,0,0,134800,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,397900,0,0,142000,100,
0,397900,0,0,142000,100,
0,397900,0,0,142000,100,
0,397600,0,0,142300,100,
0,397600,0,0,142300,100,
0,386800,0,0,153100,100,
0,387100,0,0,152800,100,
0,390700,0,0,149200,100,
0,390700,0,0,149200,100,
0,390400,0,0,149500,100,
0,385000,0,0,154900,100,
0,385000,0,0,154900,100,
0,385300,0,0,154600,100,
0,381700,0,0,158200,100,
0,387100,0,0,152800,100,
0,386500,0,0,153400,100,
0,386500,0,0,153400,100,
0,386500,0,0,153400,100,
0,386800,0,0,153100,100,
0,386800,0,0,153100,100,
0,379600,0,0,160300,100,
0,387400,0,0,152500,100,
0,387400,0,0,152500,100,
0,391000,0,0,148900,100,
0,390400,0,0,149500,100,
0,390400,0,0,149500,100,
0,390400,0,0,149500,100,
0,396400,0,0,143500,100,
0,383800,0,0,156100,100,
0,383800,0,0,156100,100,
0,383200,0,0,156700,100,
0,395800,0,0,144100,100,
0,395800,0,0,144100,100,
0,400000,0,0,139900,100,
0,400000,0,0,139900,100,
0,400000,0,0,139900,100,
0,407800,0,0,132100,100,
0,407800,0,0,132100,100,
0,407800,0,0,132100,100,
0,407500,0,0,132400,100,
0,407500,0,0,132400,100,
0,407500,0,0,132400,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,407500,0,0,132400,100,
0,407500,0,0,132400,100,
0,407500,0,0,132400,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,404500,0,0,135400,100,
0,404500,0,0,135400,100,
0,404500,0,0,135400,100,
0,403900,0,0,136000,100,
0,403900,0,0,136000,100,
0,402100,0,0,137800,100,
0,408100,0,0,131800,100,
0,408100,0,0,131800,100,
0,404500,0,0,135400,100,
0,412300,0,0,127600,100,
0,412300,0,0,127600,100,
0,412300,0,0,127600,100,
0,408100,0,0,131800,100,
0,411700,0,0,128200,100,
0,404500,0,0,135400,100,
0,404800,0,0,135100,100,
0,404800,0,0,135100,100,
0,404800,0,0,135100,100,
0,405400,0,0,134500,100,
0,409000,0,0,130900,100,
0,401800,0,0,138100,100,
0,402100,0,0,137800,100,
0,414700,0,0,125200,100,
0,414700,0,0,125200,100,
0,408700,0,0,131200,100,
0,408700,0,0,131200,100,
0,408700,0,0,131200,100,
0,409000,0,0,130900,100,
0,409000,0,0,130900,100,
0,409000,0,0,130900,100,
0,408400,0,0,131500,100,
0,408400,0,0,131500,100,
0,408400,0,0,131500,100,
0,407800,0,0,132100,100,
0,409600,0,0,130300,100,
0,411400,0,0,128500,100,
0,411100,0,0,128800,100,
0,411100,0,0,128800,100,
0,411100,0,0,128800,100,
0,406900,0,0,133000,100,
0,406900,0,0,133000,100,
0,408700,0,0,131200,100,
0,408400,0,0,131500,100,
0,410200,0,0,129700,100,
0,410200,0,0,129700,100,
0,410500,0,0,129400,100,
0,406900,0,0,133000,100,
0,417700,0,0,122200,100,
0,425500,0,0,114400,100,
0,423700,0,0,116200,100,
0,423700,0,0,116200,100,
0,433300,0,0,106600,100,
0,433300,0,0,106600,100,
0,433300,0,0,106600,100,
0,433000,0,0,106900,100,
0,433000,0,0,106900,100,
0,433000,0,0,106900,100,
0,439000,0,0,100900,100,
0,439000,0,0,100900,100,
0,439000,0,0,100900,100,
0,439600,0,0,100300,100,
0,441400,0,0,98500,100,
0,441400,0,0,98500,100,
0,441700,0,0,98200,100,
0,439900,0,0,100000,100,
0,439900,0,0,100000,100,
0,439600,0,0,100300,100,
0,439600,0,0,100300,100,
0,439600,0,0,100300,100,
0,439900,0,0,100000,100,
0,439900,0,0,100000,100,
0,436300,0,0,103600,100,
0,436900,0,0,103000,100,
0,436900,0,0,103000,100,
0,436900,0,0,103000,100,
0,439300,0,0,100600,100,
0,441100,0,0,98800,100,
0,441100,0,0,98800,100,
0,441700,0,0,98200,100,
0,441700,0,0,98200,100,
0,441700,0,0,98200,100,
0,444100,0,0,95800,100,
0,444100,0,0,95800,100,
0,444100,0,0,95800,100,
0,443800,0,0,96100,100,
0,436600,0,0,103300,100,
0,436600,0,0,103300,100,
0,436900,0,0,103000,100,
0,436900,0,0,103000,100,
0,436900,0,0,103000,100,
0,437500,0,0,102400,100,
0,437500,0,0,102400,100,
0,437500,0,0,102400,100,
0,443500,0,0,96400,100,
0,443500,0,0,96400,100,
0,438100,0,0,101800,100,
0,437500,0,0,102400,100,
0,437500,0,0,102400,100,
0,437500,0,0,102400,100,
0,438100,0,0,101800,100,
0,438100,0,0,101800,100,
0,438100,0,0,101800,100,
0,444100,0,0,95800,100,
0,444100,0,0,95800,100,
0,435100,0,0,104800,100,
0,435400,0,0,104500,100,
0,435400,0,0,104500,100,
0,435400,0,0,104500,100,
0,433000,0,0,106900,100,
0,433000,0,0,106900,100,
0,424000,0,0,115900,100,
0,431800,0,0,108100,100,
0,444400,0,0,95500,100,
0,439000,0,0,100900,100,
0,439000,0,0,100900,100,
0,439000,0,0,100900,100,
0,439000,0,0,100900,100,
0,439600,0,0,100300,100,
0,439600,0,0,100300,100,
0,439600,0,0,100300,100,
0,442000,0,0,97900,100,
0,442000,0,0,97900,100,
0,443800,0,0,96100,100,
0,444100,0,0,95800,100,
0,444100,0,0,95800,100,
0,444100,0,0,95800,100,
0,432700,0,0,107200,100,
0,432700,0,0,107200,100,
0,432700,0,0,107200,100,
0,430300,0,0,109600,100,
0,432100,0,0,107800,100,
0,432100,0,0,107800,100,
0,432700,0,0,107200,100,
0,432700,0,0,107200,100,
0,432700,0,0,107200,100,
0,433000,0,0,106900,100,
0,433000,0,0,106900,100,
0,429400,0,0,110500,100,
0,429100,0,0,110800,100,
0,430900,0,0,109000,100,
0,430900,0,0,109000,100,
0,428500,0,0,111400,100,
0,428500,0,0,111400,100,
0,428500,0,0,111400,100,
0,418900,0,0,121000,100,
0,418900,0,0,121000,100,
0,418900,0,0,121000,100,
0,412900,0,0,127000,100,
0,414700,0,0,125200,100,
0,414700,0,0,125200,100,
0,422500,0,0,117400,100,
0,427900,0,0,112000,100,
0,431500,0,0,108400,100,
0,432100,0,0,107800,100,
0,432100,0,0,107800,100,
0,435700,0,0,104200,100,
0,435400,0,0,104500,100,
0,435400,0,0,104500,100,
0,431800,0,0,108100,100,
0,441400,0,0,98500,100,
0,441400,0,0,98500,100,
0,441400,0,0,98500,100,
0,441100,0,0,98800,100,
0,433900,0,0,106000,100,
0,433900,0,0,106000,100,
0,434200,0,0,105700,100,
0,434200,0,0,105700,100,
0,434200,0,0,105700,100,
0,433900,0,0,106000,100,
0,433900,0,0,106000,100,
0,433900,0,0,106000,100,
0,434500,0,0,105400,100,
0,436300,0,0,103600,100,
0,436300,0,0,103600,100,
0,430300,0,0,109600,100,
0,435700,0,0,104200,100,
0,435700,0,0,104200,100,
0,436000,0,0,103900,100,
0,436000,0,0,103900,100,
0,436000,0,0,103900,100,
0,447400,0,0,92500,100,
0,447400,0,0,92500,100,
0,447400,0,0,92500,100,
0,446800,0,0,93100,100,
0,446800,0,0,93100,100,
0,446800,0,0,93100,100,
0,447400,0,0,92500,100,
0,447400,0,0,92500,100,
0,447400,0,0,92500,100,
0,447700,0,0,92200,100,
0,447700,0,0,92200,100,
0,447700,0,0,92200,100,
0,457300,0,0,82600,100,
0,446500,0,0,93400,100,
0,446500,0,0,93400,100,
0,446800,0,0,93100,100,
0,446800,0,0,93100,100,
0,452200,0,0,87700,100,
0,451600,0,0,88300,100,
0,457000,0,0,82900,100,
0,457000,0,0,82900,100,
0,464800,0,0,75100,100,
0,466600,0,0,73300,100,
0,466600,0,0,73300,100,
0,466300,0,0,73600,100,
0,466300,0,0,73600,100,
0,466300,0,0,73600,100,
0,460300,0,0,79600,100,
0,467500,0,0,72400,100,
0,467500,0,0,72400,100,
0,469900,0,0,70000,100,
0,469900,0,0,70000,100,
0,469900,0,0,70000,100,
0,470200,0,0,69700,100,
0,470200,0,0,69700,100,
0,470200,0,0,69700,100,
0,470800,0,0,69100,100,
0,470800,0,0,69100,100,
0,470800,0,0,69100,100,
0,464800,0,0,75100,100,
0,464800,0,0,75100,100,
0,464800,0,0,75100,100,
0,464500,0,0,75400,100,
0,464500,0,0,75400,100,
0,464500,0,0,75400,100,
0,458500,0,0,81400,100,
0,458500,0,0,81400,100,
0,458500,0,0,81400,100,
0,459100,0,0,80800,100,
0,459100,0,0,80800,100,
0,451900,0,0,88000,100,
0,452200,0,0,87700,100,
0,452200,0,0,87700,100,
0,457600,0,0,82300,100,
0,455200,0,0,84700,100,
0,457000,0,0,82900,100,
0,449800,0,0,90100,100,
0,443800,0,0,96100,100,
0,443800,0,0,96100,100,
0,443800,0,0,96100,100,
0,449800,0,0,90100,100,
0,449800,0,0,90100,100,
0,449800,0,0,90100,100,
0,450100,0,0,89800,100,
0,450100,0,0,89800,100,
0,448300,0,0,91600,100,
0,447700,0,0,92200,100,
0,447700,0,0,92200,100,
0,444100,0,0,95800,100,
0,443500,0,0,96400,100,
0,443500,0,0,96400,100,
0,445300,0,0,94600,100,
0,444700,0,0,95200,100,
0,444700,0,0,95200,100,
0,444700,0,0,95200,100,
0,444100,0,0,95800,100,
0,444100,0,0,95800,100,
0,444100,0,0,95800,100,
0,443800,0,0,96100,100,
0,443800,0,0,96100,100,
0,443800,0,0,96100,100,
0,444100,0,0,95800,100,
0,447700,0,0,92200,100,
0,449500,0,0,90400,100,
0,457300,0,0,82600,100,
0,457300,0,0,82600,100,
0,457300,0,0,82600,100,
0,457600,0,0,82300,100,
0,459400,0,0,80500,100,
0,459400,0,0,80500,100,
0,459100,0,0,80800,100,
0,451900,0,0,88000,100,
0,451900,0,0,88000,100,
0,451300,0,0,88600,100,
0,449500,0,0,90400,100,
0,449500,0,0,90400,100,
0,449200,0,0,90700,100,
0,449200,0,0,90700,100,
0,445600,0,0,94300,100,
0,445900,0,0,94000,100,
0,445900,0,0,94000,100,
0,436900,0,0,103000,100,
0,437500,0,0,102400,100,
0,424900,0,0,115000,100,
0,415900,0,0,124000,100,
0,416200,0,0,123700,100,
0,416200,0,0,123700,100,
0,414400,0,0,125500,100,
0,414100,0,0,125800,100,
0,414100,0,0,125800,100,
0,414100,0,0,125800,100,
0,414400,0,0,125500,100,
0,414400,0,0,125500,100,
0,414400,0,0,125500,100,
0,414100,0,0,125800,100,
0,414100,0,0,125800,100,
0,415900,0,0,124000,100,
0,416200,0,0,123700,100,
0,418000,0,0,121900,100,
0,418000,0,0,121900,100,
0,417700,0,0,122200,100,
0,417700,0,0,122200,100,
0,417700,0,0,122200,100,
0,418000,0,0,121900,100,
0,418000,0,0,121900,100,
0,418000,0,0,121900,100,
0,408400,0,0,131500,100,
0,397600,0,0,142300,100,
0,404800,0,0,135100,100,
0,404200,0,0,135700,100,
0,406000,0,0,133900,100,
0,406000,0,0,133900,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,405700,0,0,134200,100,
0,405100,0,0,134800,100,
0,408700,0,0,131200,100,
0,408700,0,0,131200,100,
0,408100,0,0,131800,100,
0,397300,0,0,142600,100,
0,397300,0,0,142600,100,
0,396700,0,0,143200,100,
0,396700,0,0,143200,100,
0,396700,0,0,143200,100,
0,400900,0,0,139000,100,
0,400900,0,0,139000,100,
0,397300,0,0,142600,100,
0,403300,0,0,136600,100,
0,403300,0,0,136600,100,
0,405100,0,0,134800,100,
0,404500,0,0,135400,100,
0,411700,0,0,128200,100,
0,411700,0,0,128200,100,
0,412000,0,0,127900,100,
0,412000,0,0,127900,100,
0,412000,0,0,127900,100,
0,418000,0,0,121900,100,
0,418000,0,0,121900,100,
0,412600,0,0,127300,100,
0,412000,0,0,127900,100,
0,412000,0,0,127900,100,
0,412000,0,0,127900,100,
0,412600,0,0,127300,100,
0,416200,0,0,123700,100,
0,418000,0,0,121900,100,
0,418300,0,0,121600,100,
0,425500,0,0,114400,100,
0,420100,0,0,119800,100,
0,429700,0,0,110200,100,
0,429700,0,0,110200,100,
0,429700,0,0,110200,100,
0,430000,0,0,109900,100,
0,430000,0,0,109900,100,
0,430000,0,0,109900,100,
0,429700,0,0,110200,100,
0,429700,0,0,110200,100,
0,420700,0,0,119200,100,
0,421000,0,0,118900,100,
0,421000,0,0,118900,100,
0,421000,0,0,118900,100,
0,420700,0,0,119200,100,
0,420700,0,0,119200,100,
0,420700,0,0,119200,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,412900,0,0,127000,100,
0,412600,0,0,127300,100,
0,412600,0,0,127300,100,
0,412600,0,0,127300,100,
0,415000,0,0,124900,100,
0,415000,0,0,124900,100,
0,411400,0,0,128500,100,
0,421000,0,0,118900,100,
0,412000,0,0,127900,100,
0,415600,0,0,124300,100,
0,415900,0,0,124000,100,
0,410500,0,0,129400,100,
0,410500,0,0,129400,100,
0,410200,0,0,129700,100,
0,404800,0,0,135100,100,
0,404800,0,0,135100,100,
0,405100,0,0,134800,100,
0,405100,0,0,134800,100,
0,405100,0,0,134800,100,
0,404800,0,0,135100,100,
0,397600,0,0,142300,100,
0,392200,0,0,147700,100,
0,388000,0,0,151900,100,
0,388000,0,0,151900,100,
0,388000,0,0,151900,100,
0,388600,0,0,151300,100,
0,388600,0,0,151300,100,
0,388600,0,0,151300,100,
0,388000,0,0,151900,100,
0,391600,0,0,148300,100,
0,391600,0,0,148300,100,
0,385600,0,0,154300,100,
0,385600,0,0,154300,100,
0,385600,0,0,154300,100,
0,385900,0,0,154000,100,
0,385900,0,0,154000,100,
0,385900,0,0,154000,100,
0,385600,0,0,154300,100,
0,385600,0,0,154300,100,
0,385600,0,0,154300,100,
0,385900,0,0,154000,100,
0,389500,0,0,150400,100,
0,389500,0,0,150400,100,
0,390100,0,0,149800,100,
0,390100,0,0,149800,100,
0,390100,0,0,149800,100,
0,390400,0,0,149500,100,
0,390400,0,0,149500,100,
0,383200,0,0,156700,100,
0,382900,0,0,157000,100,
0,382900,0,0,157000,100,
0,382900,0,0,157000,100,
0,383200,0,0,156700,100,
0,383200,0,0,156700,100,
0,383200,0,0,156700,100,
0,382900,0,0,157000,100,
0,382900,0,0,157000,100,
0,382900,0,0,157000,100,
0,383200,0,0,156700,100,
0,383200,0,0,156700,100,
0,376000,0,0,163900,100,
0,375400,0,0,164500,100,
0,377200,0,0,162700,100,
0,371800,0,0,168100,100,
0,372100,0,0,167800,100,
0,372100,0,0,167800,100,
0,372100,0,0,167800,100,
0,371800,0,0,168100,100,
0,371800,0,0,168100,100,
0,366400,0,0,173500,100,
0,365800,0,0,174100,100,
0,365800,0,0,174100,100,
0,358600,0,0,181300,100,
0,358300,0,0,181600,100,
0,358300,0,0,181600,100,
0,365500,0,0,174400,100,
0,366100,0,0,173800,100,
0,366100,0,0,173800,100,
0,366100,0,0,173800,100,
0,370300,0,0,169600,100,
0,370300,0,0,169600,100,
0,370300,0,0,169600,100,
0,370600,0,0,169300,100,
0,363400,0,0,176500,100,
0,363400,0,0,176500,100,
0,364000,0,0,175900,100,
0,364000,0,0,175900,100,
0,364000,0,0,175900,100,
0,363400,0,0,176500,100,
0,363400,0,0,176500,100,
0,361600,0,0,178300,100,
0,361300,0,0,178600,100,
0,361300,0,0,178600,100,
0,361300,0,0,178600,100,
0,361600,0,0,178300,100,
0,356200,0,0,183700,100,
0,352600,0,0,187300,100,
0,352000,0,0,187900,100,
0,346600,0,0,193300,100,
0,346600,0,0,193300,100,
0,350800,0,0,189100,100,
0,350800,0,0,189100,100,
0,350800,0,0,189100,100,
0,341200,0,0,198700,100,
