EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,
0,0,229400,0,0,310600,
0,0,218600,0,0,321400,
0,0,209000,0,0,331000,
0,0,209000,0,0,331000,
0,0,209000,0,0,331000,
0,0,216800,0,0,323200,
0,0,216800,0,0,323200,
0,0,216800,0,0,323200,
0,0,209000,0,0,331000,
0,0,210800,0,0,329200,
0,0,218000,0,0,322000,
0,0,229400,0,0,310600,
0,0,229400,0,0,310600,
0,0,224000,0,0,316000,
0,0,223400,0,0,316600,
0,0,223400,0,0,316600,
0,0,223400,0,0,316600,
0,0,224000,0,0,316000,
0,0,216800,0,0,323200,
0,0,216800,0,0,323200,
0,0,217400,0,0,322600,
0,0,217400,0,0,322600,
0,0,217400,0,0,322600,
0,0,221600,0,0,318400,
0,0,221600,0,0,318400,
0,0,221600,0,0,318400,
0,0,227600,0,0,312400,
0,0,227600,0,0,312400,
0,0,227600,0,0,312400,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,222200,0,0,317800,
0,0,222200,0,0,317800,
0,0,218600,0,0,321400,
0,0,219200,0,0,320800,
0,0,226400,0,0,313600,
0,0,226400,0,0,313600,
0,0,232400,0,0,307600,
0,0,232400,0,0,307600,
0,0,232400,0,0,307600,
0,0,231800,0,0,308200,
0,0,231800,0,0,308200,
0,0,231800,0,0,308200,
0,0,232400,0,0,307600,
0,0,232400,0,0,307600,
0,0,232400,0,0,307600,
0,0,243800,0,0,296200,
0,0,243800,0,0,296200,
0,0,252800,0,0,287200,
0,0,246800,0,0,293200,
0,0,246800,0,0,293200,
0,0,254000,0,0,286000,
0,0,256400,0,0,283600,
0,0,252800,0,0,287200,
0,0,252800,0,0,287200,
0,0,252200,0,0,287800,
0,0,252200,0,0,287800,
0,0,254000,0,0,286000,
0,0,249800,0,0,290200,
0,0,251600,0,0,288400,
0,0,246200,0,0,293800,
0,0,252200,0,0,287800,
0,0,252200,0,0,287800,
0,0,252200,0,0,287800,
0,0,251600,0,0,288400,
0,0,251600,0,0,288400,
0,0,251600,0,0,288400,
0,0,243800,0,0,296200,
0,0,243800,0,0,296200,
0,0,243800,0,0,296200,
0,0,243200,0,0,296800,
0,0,243200,0,0,296800,
0,0,243200,0,0,296800,
0,0,243200,0,0,296800,
0,0,243200,0,0,296800,
0,0,243200,0,0,296800,
0,0,243800,0,0,296200,
0,0,247400,0,0,292600,
0,0,247400,0,0,292600,
0,0,246800,0,0,293200,
0,0,245000,0,0,295000,
0,0,245000,0,0,295000,
0,0,233600,0,0,306400,
0,0,226400,0,0,313600,
0,0,217400,0,0,322600,
0,0,221600,0,0,318400,
0,0,218000,0,0,322000,
0,0,218000,0,0,322000,
0,0,218600,0,0,321400,
0,0,229400,0,0,310600,
0,0,233000,0,0,307000,
0,0,233600,0,0,306400,
0,0,233600,0,0,306400,
0,0,233600,0,0,306400,
0,0,233000,0,0,307000,
0,0,233000,0,0,307000,
0,0,233000,0,0,307000,
0,0,237200,0,0,302800,
0,0,237200,0,0,302800,
0,0,233600,0,0,306400,
0,0,231200,0,0,308800,
0,0,231200,0,0,308800,
0,0,231200,0,0,308800,
0,0,239000,0,0,301000,
0,0,239000,0,0,301000,
0,0,233600,0,0,306400,
0,0,234200,0,0,305800,
0,0,234200,0,0,305800,
0,0,234200,0,0,305800,
0,0,233600,0,0,306400,
0,0,231800,0,0,308200,
0,0,231800,0,0,308200,
0,0,231200,0,0,308800,
0,0,220400,0,0,319600,
0,0,220400,0,0,319600,
0,0,219800,0,0,320200,
0,0,234200,0,0,305800,
0,0,239600,0,0,300400,
0,0,240200,0,0,299800,
0,0,243800,0,0,296200,
0,0,238400,0,0,301600,
0,0,239000,0,0,301000,
0,0,251600,0,0,288400,
0,0,251600,0,0,288400,
0,0,251000,0,0,289000,
0,0,251000,0,0,289000,
0,0,251000,0,0,289000,
0,0,251600,0,0,288400,
0,0,251600,0,0,288400,
0,0,251600,0,0,288400,
0,0,245600,0,0,294400,
0,0,245600,0,0,294400,
0,0,245600,0,0,294400,
0,0,246200,0,0,293800,
0,0,246200,0,0,293800,
0,0,246200,0,0,293800,
0,0,246200,0,0,293800,
0,0,246200,0,0,293800,
0,0,246200,0,0,293800,
0,0,246800,0,0,293200,
0,0,252200,0,0,287800,
0,0,252200,0,0,287800,
0,0,252800,0,0,287200,
0,0,252800,0,0,287200,
0,0,252800,0,0,287200,
0,0,252200,0,0,287800,
0,0,259400,0,0,280600,
0,0,268400,0,0,271600,
0,0,269000,0,0,271000,
0,0,269000,0,0,271000,
0,0,269000,0,0,271000,
0,0,269600,0,0,270400,
0,0,271400,0,0,268600,
0,0,271400,0,0,268600,
0,0,272000,0,0,268000,
0,0,273800,0,0,266200,
0,0,277400,0,0,262600,
0,0,283400,0,0,256600,
0,0,283400,0,0,256600,
0,0,283400,0,0,256600,
0,0,277400,0,0,262600,
0,0,284600,0,0,255400,
0,0,284600,0,0,255400,
0,0,284600,0,0,255400,
0,0,295400,0,0,244600,
0,0,295400,0,0,244600,
0,0,284000,0,0,256000,
0,0,284000,0,0,256000,
0,0,275000,0,0,265000,
0,0,275600,0,0,264400,
0,0,275600,0,0,264400,
0,0,275600,0,0,264400,
0,0,275000,0,0,265000,
0,0,271400,0,0,268600,
0,0,271400,0,0,268600,
0,0,271400,0,0,268600,
0,0,276800,0,0,263200,
0,0,276800,0,0,263200,
0,0,267200,0,0,272800,
0,0,267200,0,0,272800,
0,0,267200,0,0,272800,
0,0,267800,0,0,272200,
0,0,269600,0,0,270400,
0,0,269600,0,0,270400,
0,0,270200,0,0,269800,
0,0,266600,0,0,273400,
0,0,266600,0,0,273400,
0,0,267200,0,0,272800,
0,0,267200,0,0,272800,
0,0,265400,0,0,274600,
0,0,269600,0,0,270400,
0,0,269600,0,0,270400,
0,0,269600,0,0,270400,
0,0,269000,0,0,271000,
0,0,274400,0,0,265600,
0,0,274400,0,0,265600,
0,0,275000,0,0,265000,
0,0,275000,0,0,265000,
0,0,275000,0,0,265000,
0,0,275600,0,0,264400,
0,0,281000,0,0,259000,
0,0,281000,0,0,259000,
0,0,280400,0,0,259600,
0,0,267800,0,0,272200,
0,0,260600,0,0,279400,
0,0,268400,0,0,271600,
0,0,268400,0,0,271600,
0,0,268400,0,0,271600,
0,0,269000,0,0,271000,
0,0,269000,0,0,271000,
0,0,269000,0,0,271000,
0,0,268400,0,0,271600,
0,0,268400,0,0,271600,
0,0,268400,0,0,271600,
0,0,267800,0,0,272200,
0,0,267800,0,0,272200,
0,0,260600,0,0,279400,
0,0,258200,0,0,281800,
0,0,258200,0,0,281800,
0,0,258200,0,0,281800,
0,0,257600,0,0,282400,
0,0,257600,0,0,282400,
0,0,257600,0,0,282400,
0,0,257600,0,0,282400,
0,0,266600,0,0,273400,
0,0,263000,0,0,277000,
0,0,257000,0,0,283000,
0,0,257000,0,0,283000,
0,0,246200,0,0,293800,
0,0,252200,0,0,287800,
0,0,252200,0,0,287800,
0,0,252200,0,0,287800,
0,0,260000,0,0,280000,
0,0,260000,0,0,280000,
0,0,260000,0,0,280000,
0,0,271400,0,0,268600,
0,0,271400,0,0,268600,
0,0,271400,0,0,268600,
0,0,275600,0,0,264400,
0,0,275600,0,0,264400,
0,0,275600,0,0,264400,
0,0,276200,0,0,263800,
0,0,281600,0,0,258400,
0,0,281600,0,0,258400,
0,0,282200,0,0,257800,
0,0,282200,0,0,257800,
0,0,282200,0,0,257800,
0,0,284600,0,0,255400,
0,0,281000,0,0,259000,
0,0,281000,0,0,259000,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,279800,0,0,260200,
0,0,279800,0,0,260200,
0,0,285200,0,0,254800,
0,0,293000,0,0,247000,
0,0,296600,0,0,243400,
0,0,296600,0,0,243400,
0,0,296000,0,0,244000,
0,0,296000,0,0,244000,
0,0,288800,0,0,251200,
0,0,288200,0,0,251800,
0,0,291800,0,0,248200,
0,0,286400,0,0,253600,
0,0,296000,0,0,244000,
0,0,294200,0,0,245800,
0,0,294200,0,0,245800,
0,0,293600,0,0,246400,
0,0,293600,0,0,246400,
0,0,299000,0,0,241000,
0,0,299600,0,0,240400,
0,0,299600,0,0,240400,
0,0,299600,0,0,240400,
0,0,299000,0,0,241000,
0,0,299000,0,0,241000,
0,0,297200,0,0,242800,
0,0,284300,0,0,255700,
0,0,284300,0,0,255700,
0,0,284300,0,0,255700,
0,0,283700,0,0,256300,
0,0,283700,0,0,256300,
0,0,281900,0,0,258100,
0,0,286100,0,0,253900,
0,0,286100,0,0,253900,
0,0,284300,0,0,255700,
0,0,284900,0,0,255100,
0,0,284900,0,0,255100,
0,0,284900,0,0,255100,
0,0,285500,0,0,254500,
0,0,290900,0,0,249100,
0,0,290900,0,0,249100,
0,0,290300,0,0,249700,
0,0,283100,0,0,256900,
0,0,283100,0,0,256900,
0,0,282500,0,0,257500,
0,0,296900,0,0,243100,
0,0,296900,0,0,243100,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,308300,0,0,231700,
0,0,308900,0,0,231100,
0,0,299900,0,0,240100,
0,0,299900,0,0,240100,
0,0,299300,0,0,240700,
0,0,299300,0,0,240700,
0,0,297500,0,0,242500,
0,0,293300,0,0,246700,
0,0,282500,0,0,257500,
0,0,282500,0,0,257500,
0,0,281900,0,0,258100,
0,0,281900,0,0,258100,
0,0,281900,0,0,258100,
0,0,282500,0,0,257500,
0,0,282500,0,0,257500,
0,0,282500,0,0,257500,
0,0,281900,0,0,258100,
0,0,281900,0,0,258100,
0,0,274700,0,0,265300,
0,0,265100,0,0,274900,
0,0,265100,0,0,274900,
0,0,265100,0,0,274900,
0,0,241400,0,0,298600,
0,0,241400,0,0,298600,
0,0,241400,0,0,298600,
0,0,241400,0,0,298600,
0,0,241400,0,0,298600,
0,0,246800,0,0,293200,
0,0,247400,0,0,292600,
0,0,243800,0,0,296200,
0,0,236600,0,0,303400,
0,0,236000,0,0,304000,
0,0,241400,0,0,298600,
0,0,241400,0,0,298600,
0,0,240800,0,0,299200,
0,0,240800,0,0,299200,
0,0,235400,0,0,304600,
0,0,236000,0,0,304000,
0,0,236000,0,0,304000,
0,0,236000,0,0,304000,
0,0,235400,0,0,304600,
0,0,228200,0,0,311800,
0,0,228200,0,0,311800,
0,0,224000,0,0,316000,
0,0,213200,0,0,326800,
0,0,213200,0,0,326800,
0,0,210800,0,0,329200,
0,0,198200,0,0,341800,
0,0,198200,0,0,341800,
0,0,197600,0,0,342400,
0,0,197600,0,0,342400,
0,0,197600,0,0,342400,
0,0,197600,0,0,342400,
0,0,197600,0,0,342400,
0,0,197600,0,0,342400,
0,0,207200,0,0,332800,
0,0,207200,0,0,332800,
0,0,207200,0,0,332800,
0,0,206600,0,0,333400,
0,0,206600,0,0,333400,
0,0,201200,0,0,338800,
0,0,201800,0,0,338200,
0,0,201800,0,0,338200,
0,0,201800,0,0,338200,
0,0,199400,0,0,340600,
0,0,199400,0,0,340600,
0,0,188600,0,0,351400,
0,0,188000,0,0,352000,
0,0,186200,0,0,353800,
0,0,197000,0,0,343000,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,195800,0,0,344200,
0,0,195800,0,0,344200,
0,0,195800,0,0,344200,
0,0,189800,0,0,350200,
0,0,182600,0,0,357400,
0,0,182600,0,0,357400,
0,0,185000,0,0,355000,
0,0,188600,0,0,351400,
0,0,177800,0,0,362200,
0,0,182000,0,0,358000,
0,0,191000,0,0,349000,
0,0,191000,0,0,349000,
0,0,191600,0,0,348400,
0,0,191600,0,0,348400,
0,0,191600,0,0,348400,
0,0,191000,0,0,349000,
0,0,191000,0,0,349000,
0,0,191000,0,0,349000,
0,0,179600,0,0,360400,
0,0,179600,0,0,360400,
0,0,172400,0,0,367600,
0,0,173000,0,0,367000,
0,0,174800,0,0,365200,
0,0,174800,0,0,365200,
0,0,165200,0,0,374800,
0,0,165200,0,0,374800,
0,0,165200,0,0,374800,
0,0,165800,0,0,374200,
0,0,165800,0,0,374200,
0,0,165800,0,0,374200,
0,0,173600,0,0,366400,
0,0,173600,0,0,366400,
0,0,173600,0,0,366400,
0,0,167600,0,0,372400,
0,0,167600,0,0,372400,
0,0,167600,0,0,372400,
0,0,168200,0,0,371800,
0,0,168200,0,0,371800,
0,0,168200,0,0,371800,
0,0,179600,0,0,360400,
0,0,179600,0,0,360400,
0,0,179600,0,0,360400,
0,0,182000,0,0,358000,
0,0,182000,0,0,358000,
0,0,182000,0,0,358000,
0,0,181400,0,0,358600,
0,0,181400,0,0,358600,
0,0,176000,0,0,364000,
0,0,175400,0,0,364600,
0,0,175400,0,0,364600,
0,0,188000,0,0,352000,
0,0,188600,0,0,351400,
0,0,186800,0,0,353200,
0,0,188600,0,0,351400,
0,0,191000,0,0,349000,
0,0,191000,0,0,349000,
0,0,191000,0,0,349000,
0,0,190400,0,0,349600,
0,0,190400,0,0,349600,
0,0,190400,0,0,349600,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,192200,0,0,347800,
0,0,192200,0,0,347800,
0,0,192200,0,0,347800,
0,0,180800,0,0,359200,
0,0,180800,0,0,359200,
0,0,180800,0,0,359200,
0,0,181400,0,0,358600,
0,0,181400,0,0,358600,
0,0,185000,0,0,355000,
0,0,184400,0,0,355600,
0,0,184400,0,0,355600,
0,0,184400,0,0,355600,
0,0,185000,0,0,355000,
0,0,185000,0,0,355000,
0,0,185000,0,0,355000,
0,0,175400,0,0,364600,
0,0,177200,0,0,362800,
0,0,177200,0,0,362800,
0,0,169400,0,0,370600,
0,0,169400,0,0,370600,
0,0,164000,0,0,376000,
0,0,163400,0,0,376600,
0,0,163400,0,0,376600,
0,0,163400,0,0,376600,
0,0,162800,0,0,377200,
0,0,162800,0,0,377200,
0,0,162800,0,0,377200,
0,0,163400,0,0,376600,
0,0,167000,0,0,373000,
0,0,167000,0,0,373000,
0,0,178400,0,0,361600,
0,0,178400,0,0,361600,
0,0,178400,0,0,361600,
0,0,177800,0,0,362200,
0,0,177800,0,0,362200,
0,0,177800,0,0,362200,
0,0,168200,0,0,371800,
0,0,164600,0,0,375400,
0,0,164600,0,0,375400,
0,0,165200,0,0,374800,
0,0,165200,0,0,374800,
0,0,165200,0,0,374800,
0,0,165800,0,0,374200,
0,0,165800,0,0,374200,
0,0,165800,0,0,374200,
0,0,165200,0,0,374800,
0,0,167000,0,0,373000,
0,0,167000,0,0,373000,
0,0,169400,0,0,370600,
0,0,169400,0,0,370600,
0,0,169400,0,0,370600,
0,0,170000,0,0,370000,
0,0,170000,0,0,370000,
0,0,170000,0,0,370000,
0,0,177800,0,0,362200,
0,0,177800,0,0,362200,
0,0,177800,0,0,362200,
0,0,164900,0,0,375100,
0,0,164900,0,0,375100,
0,0,163100,0,0,376900,
0,0,162500,0,0,377500,
0,0,162500,0,0,377500,
0,0,162500,0,0,377500,
0,0,151100,0,0,388900,
0,0,152900,0,0,387100,
0,0,152900,0,0,387100,
0,0,152300,0,0,387700,
0,0,152300,0,0,387700,
0,0,152300,0,0,387700,
0,0,151700,0,0,388300,
0,0,149900,0,0,390100,
0,0,149900,0,0,390100,
0,0,149300,0,0,390700,
0,0,149300,0,0,390700,
0,0,149300,0,0,390700,
0,0,149900,0,0,390100,
0,0,153500,0,0,386500,
0,0,153500,0,0,386500,
0,0,152900,0,0,387100,
0,0,152900,0,0,387100,
0,0,152900,0,0,387100,
0,0,146900,0,0,393100,
0,0,150500,0,0,389500,
0,0,150500,0,0,389500,
0,0,149900,0,0,390100,
0,0,139100,0,0,400900,
0,0,139100,0,0,400900,
0,0,138500,0,0,401500,
0,0,131300,0,0,408700,
0,0,131300,0,0,408700,
0,0,123500,0,0,416500,
0,0,123500,0,0,416500,
0,0,127100,0,0,412900,
0,0,126500,0,0,413500,
0,0,126500,0,0,413500,
0,0,130100,0,0,409900,
0,0,129500,0,0,410500,
0,0,129500,0,0,410500,
0,0,129500,0,0,410500,
0,0,128900,0,0,411100,
0,0,128900,0,0,411100,
0,0,125300,0,0,414700,
0,0,119300,0,0,420700,
0,0,119300,0,0,420700,
0,0,119300,0,0,420700,
0,0,118700,0,0,421300,
0,0,125900,0,0,414100,
0,0,125900,0,0,414100,
0,0,126500,0,0,413500,
0,0,124700,0,0,415300,
0,0,124700,0,0,415300,
0,0,118700,0,0,421300,
0,0,118700,0,0,421300,
0,0,122300,0,0,417700,
0,0,126500,0,0,413500,
0,0,126500,0,0,413500,
0,0,121100,0,0,418900,
0,0,121100,0,0,418900,
0,0,119300,0,0,420700,
0,0,117500,0,0,422500,
0,0,116900,0,0,423100,
0,0,116900,0,0,423100,
0,0,120500,0,0,419500,
0,0,109100,0,0,430900,
0,0,116300,0,0,423700,
0,0,116300,0,0,423700,
0,0,116300,0,0,423700,
0,0,116300,0,0,423700,
0,0,116300,0,0,423700,
0,0,125900,0,0,414100,
0,0,125900,0,0,414100,
0,0,125900,0,0,414100,
0,0,126500,0,0,413500,
0,0,126500,0,0,413500,
0,0,126500,0,0,413500,
0,0,125900,0,0,414100,
0,0,131300,0,0,408700,
0,0,131300,0,0,408700,
0,0,130700,0,0,409300,
0,0,130700,0,0,409300,
0,0,130700,0,0,409300,
0,0,131300,0,0,408700,
0,0,140300,0,0,399700,
0,0,140300,0,0,399700,
0,0,149900,0,0,390100,
0,0,149900,0,0,390100,
0,0,149900,0,0,390100,
0,0,145700,0,0,394300,
0,0,145700,0,0,394300,
0,0,145700,0,0,394300,
0,0,136100,0,0,403900,
0,0,136100,0,0,403900,
0,0,128900,0,0,411100,
0,0,128300,0,0,411700,
0,0,128300,0,0,411700,
0,0,124700,0,0,415300,
0,0,125300,0,0,414700,
0,0,118100,0,0,421900,
0,0,118100,0,0,421900,
0,0,117500,0,0,422500,
0,0,117500,0,0,422500,
0,0,110300,0,0,429700,
0,0,104300,0,0,435700,
0,0,104300,0,0,435700,
0,0,93500,0,0,446500,
0,0,92900,0,0,447100,
0,0,91100,0,0,448900,
0,0,103700,0,0,436300,
0,0,107900,0,0,432100,
0,0,107900,0,0,432100,
0,0,107900,0,0,432100,
0,0,108500,0,0,431500,
0,0,108500,0,0,431500,
0,0,108500,0,0,431500,
0,0,114500,0,0,425500,
0,0,114500,0,0,425500,
0,0,114500,0,0,425500,
0,0,125900,0,0,414100,
0,0,120500,0,0,419500,
0,0,120500,0,0,419500,
0,0,121100,0,0,418900,
0,0,121100,0,0,418900,
0,0,121100,0,0,418900,
0,0,115100,0,0,424900,
0,0,125900,0,0,414100,
0,0,118700,0,0,421300,
0,0,118100,0,0,421900,
0,0,118100,0,0,421900,
0,0,118100,0,0,421900,
0,0,117500,0,0,422500,
0,0,113900,0,0,426100,
0,0,112100,0,0,427900,
0,0,114500,0,0,425500,
0,0,114500,0,0,425500,
0,0,114500,0,0,425500,
0,0,115100,0,0,424900,
0,0,115100,0,0,424900,
0,0,115100,0,0,424900,
0,0,110900,0,0,429100,
0,0,116300,0,0,423700,
0,0,112700,0,0,427300,
0,0,113300,0,0,426700,
0,0,113300,0,0,426700,
0,0,113300,0,0,426700,
0,0,107300,0,0,432700,
0,0,107300,0,0,432700,
0,0,107300,0,0,432700,
0,0,107900,0,0,432100,
0,0,107900,0,0,432100,
0,0,109700,0,0,430300,
0,0,115700,0,0,424300,
0,0,115700,0,0,424300,
0,0,115700,0,0,424300,
0,0,115700,0,0,424300,
0,0,115700,0,0,424300,
0,0,115700,0,0,424300,
0,0,111500,0,0,428500,
0,0,111500,0,0,428500,
0,0,111500,0,0,428500,
0,0,117500,0,0,422500,
0,0,117500,0,0,422500,
0,0,117500,0,0,422500,
0,0,116900,0,0,423100,
0,0,116900,0,0,423100,
0,0,120500,0,0,419500,
0,0,121100,0,0,418900,
0,0,121100,0,0,418900,
0,0,121100,0,0,418900,
0,0,121700,0,0,418300,
0,0,121700,0,0,418300,
0,0,121700,0,0,418300,
0,0,112100,0,0,427900,
0,0,113900,0,0,426100,
0,0,113900,0,0,426100,
0,0,113300,0,0,426700,
0,0,113300,0,0,426700,
0,0,113300,0,0,426700,
0,0,107300,0,0,432700,
0,0,107300,0,0,432700,
0,0,107300,0,0,432700,
0,0,107900,0,0,432100,
0,0,107900,0,0,432100,
0,0,107900,0,0,432100,
0,0,107300,0,0,432700,
0,0,110900,0,0,429100,
0,0,121700,0,0,418300,
0,0,127700,0,0,412300,
0,0,127700,0,0,412300,
0,0,127700,0,0,412300,
0,0,130100,0,0,409900,
0,0,133700,0,0,406300,
0,0,137300,0,0,402700,
0,0,137900,0,0,402100,
0,0,137900,0,0,402100,
0,0,137900,0,0,402100,
0,0,126500,0,0,413500,
0,0,126500,0,0,413500,
0,0,133700,0,0,406300,
0,0,134300,0,0,405700,
0,0,134300,0,0,405700,
0,0,134300,0,0,405700,
0,0,126800,0,0,413200,
0,0,126800,0,0,413200,
0,0,126800,0,0,413200,
0,0,115400,0,0,424600,
0,0,110000,0,0,430000,
0,0,110000,0,0,430000,
0,0,110600,0,0,429400,
0,0,110600,0,0,429400,
0,0,110600,0,0,429400,
0,0,116600,0,0,423400,
0,0,116600,0,0,423400,
0,0,109400,0,0,430600,
0,0,108800,0,0,431200,
0,0,108800,0,0,431200,
0,0,108800,0,0,431200,
0,0,102800,0,0,437200,
0,0,106400,0,0,433600,
0,0,113600,0,0,426400,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,99800,0,0,440200,
0,0,99800,0,0,440200,
0,0,99800,0,0,440200,
0,0,99800,0,0,440200,
0,0,99800,0,0,440200,
0,0,99800,0,0,440200,
0,0,95600,0,0,444400,
0,0,95600,0,0,444400,
0,0,95600,0,0,444400,
0,0,95000,0,0,445000,
0,0,95000,0,0,445000,
0,0,95000,0,0,445000,
0,0,94400,0,0,445600,
0,0,89000,0,0,451000,
0,0,81800,0,0,458200,
0,0,82400,0,0,457600,
0,0,87800,0,0,452200,
0,0,95000,0,0,445000,
0,0,95600,0,0,444400,
0,0,95600,0,0,444400,
0,0,92000,0,0,448000,
0,0,91400,0,0,448600,
0,0,91400,0,0,448600,
0,0,91400,0,0,448600,
0,0,92000,0,0,448000,
0,0,92000,0,0,448000,
0,0,92000,0,0,448000,
0,0,92600,0,0,447400,
0,0,92600,0,0,447400,
0,0,92600,0,0,447400,
0,0,93200,0,0,446800,
0,0,93200,0,0,446800,
0,0,93200,0,0,446800,
0,0,92600,0,0,447400,
0,0,92600,0,0,447400,
0,0,96200,0,0,443800,
0,0,107600,0,0,432400,
0,0,107600,0,0,432400,
0,0,107600,0,0,432400,
0,0,103400,0,0,436600,
0,0,103400,0,0,436600,
0,0,99800,0,0,440200,
0,0,107600,0,0,432400,
0,0,105800,0,0,434200,
0,0,105800,0,0,434200,
0,0,106400,0,0,433600,
0,0,106400,0,0,433600,
0,0,106400,0,0,433600,
0,0,107000,0,0,433000,
0,0,108800,0,0,431200,
0,0,108800,0,0,431200,
0,0,114800,0,0,425200,
0,0,107600,0,0,432400,
0,0,107600,0,0,432400,
0,0,108200,0,0,431800,
0,0,104600,0,0,435400,
0,0,97400,0,0,442600,
0,0,89600,0,0,450400,
0,0,89600,0,0,450400,
0,0,89600,0,0,450400,
0,0,89000,0,0,451000,
0,0,89000,0,0,451000,
0,0,89000,0,0,451000,
0,0,84800,0,0,455200,
0,0,84800,0,0,455200,
0,0,84800,0,0,455200,
0,0,85400,0,0,454600,
0,0,87200,0,0,452800,
0,0,90800,0,0,449200,
0,0,90800,0,0,449200,
0,0,90800,0,0,449200,
0,0,90800,0,0,449200,
0,0,86600,0,0,453400,
0,0,95600,0,0,444400,
0,0,95600,0,0,444400,
0,0,101600,0,0,438400,
0,0,101600,0,0,438400,
0,0,101600,0,0,438400,
0,0,101000,0,0,439000,
0,0,101000,0,0,439000,
0,0,90200,0,0,449800,
0,0,90800,0,0,449200,
0,0,90800,0,0,449200,
0,0,90800,0,0,449200,
0,0,91400,0,0,448600,
0,0,91400,0,0,448600,
0,0,91400,0,0,448600,
0,0,99200,0,0,440800,
0,0,99200,0,0,440800,
0,0,99200,0,0,440800,
0,0,96800,0,0,443200,
0,0,96800,0,0,443200,
0,0,96800,0,0,443200,
0,0,92600,0,0,447400,
0,0,92600,0,0,447400,
0,0,92600,0,0,447400,
0,0,93200,0,0,446800,
0,0,93200,0,0,446800,
0,0,93200,0,0,446800,
0,0,99200,0,0,440800,
0,0,99200,0,0,440800,
0,0,99200,0,0,440800,
0,0,98600,0,0,441400,
0,0,98600,0,0,441400,
0,0,98600,0,0,441400,
0,0,99200,0,0,440800,
0,0,106400,0,0,433600,
0,0,106400,0,0,433600,
0,0,107000,0,0,433000,
0,0,107000,0,0,433000,
0,0,107000,0,0,433000,
0,0,111200,0,0,428800,
0,0,122000,0,0,418000,
0,0,122000,0,0,418000,
0,0,122600,0,0,417400,
0,0,122600,0,0,417400,
0,0,122600,0,0,417400,
0,0,123200,0,0,416800,
0,0,128600,0,0,411400,
0,0,139400,0,0,400600,
0,0,138800,0,0,401200,
0,0,138800,0,0,401200,
0,0,138800,0,0,401200,
0,0,139400,0,0,400600,
0,0,139400,0,0,400600,
0,0,143000,0,0,397000,
0,0,137000,0,0,403000,
0,0,137000,0,0,403000,
0,0,137000,0,0,403000,
0,0,143000,0,0,397000,
0,0,143000,0,0,397000,
0,0,143000,0,0,397000,
0,0,142400,0,0,397600,
0,0,142400,0,0,397600,
0,0,142400,0,0,397600,
0,0,142400,0,0,397600,
0,0,142400,0,0,397600,
0,0,142400,0,0,397600,
0,0,141800,0,0,398200,
0,0,141800,0,0,398200,
0,0,141800,0,0,398200,
0,0,135800,0,0,404200,
0,0,135800,0,0,404200,
0,0,135800,0,0,404200,
0,0,135200,0,0,404800,
0,0,135200,0,0,404800,
0,0,135200,0,0,404800,
0,0,134600,0,0,405400,
0,0,134600,0,0,405400,
0,0,134600,0,0,405400,
0,0,134000,0,0,406000,
0,0,123200,0,0,416800,
0,0,121400,0,0,418600,
0,0,120800,0,0,419200,
0,0,120800,0,0,419200,
0,0,128000,0,0,412000,
0,0,127400,0,0,412600,
0,0,127400,0,0,412600,
0,0,127400,0,0,412600,
0,0,126800,0,0,413200,
0,0,130400,0,0,409600,
0,0,130400,0,0,409600,
0,0,126200,0,0,413800,
0,0,126200,0,0,413800,
0,0,115400,0,0,424600,
0,0,116000,0,0,424000,
0,0,116000,0,0,424000,
0,0,110600,0,0,429400,
0,0,114800,0,0,425200,
0,0,114800,0,0,425200,
0,0,114800,0,0,425200,
0,0,115400,0,0,424600,
0,0,122600,0,0,417400,
0,0,129800,0,0,410200,
0,0,122000,0,0,418000,
0,0,122000,0,0,418000,
0,0,122000,0,0,418000,
0,0,116000,0,0,424000,
0,0,116000,0,0,424000,
0,0,116000,0,0,424000,
0,0,116600,0,0,423400,
0,0,116600,0,0,423400,
0,0,122000,0,0,418000,
0,0,112400,0,0,427600,
0,0,112400,0,0,427600,
0,0,112400,0,0,427600,
0,0,110000,0,0,430000,
0,0,110000,0,0,430000,
0,0,110000,0,0,430000,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,110000,0,0,430000,
0,0,110000,0,0,430000,
0,0,110000,0,0,430000,
0,0,112400,0,0,427600,
0,0,114200,0,0,425800,
0,0,114200,0,0,425800,
0,0,114800,0,0,425200,
