EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,
0,0,203600,0,0,336400,
0,0,203600,0,0,336400,
0,0,203000,0,0,337000,
0,0,210200,0,0,329800,
0,0,210200,0,0,329800,
0,0,202400,0,0,337600,
0,0,202400,0,0,337600,
0,0,202400,0,0,337600,
0,0,203000,0,0,337000,
0,0,204800,0,0,335200,
0,0,204800,0,0,335200,
0,0,204200,0,0,335800,
0,0,204200,0,0,335800,
0,0,206000,0,0,334000,
0,0,212000,0,0,328000,
0,0,212000,0,0,328000,
0,0,221000,0,0,319000,
0,0,215000,0,0,325000,
0,0,215000,0,0,325000,
0,0,215000,0,0,325000,
0,0,221000,0,0,319000,
0,0,221000,0,0,319000,
0,0,222800,0,0,317200,
0,0,223400,0,0,316600,
0,0,223400,0,0,316600,
0,0,216200,0,0,323800,
0,0,216800,0,0,323200,
0,0,216800,0,0,323200,
0,0,222200,0,0,317800,
0,0,216200,0,0,323800,
0,0,216200,0,0,323800,
0,0,216200,0,0,323800,
0,0,215600,0,0,324400,
0,0,215600,0,0,324400,
0,0,215600,0,0,324400,
0,0,215000,0,0,325000,
0,0,211400,0,0,328600,
0,0,211400,0,0,328600,
0,0,210800,0,0,329200,
0,0,200000,0,0,340000,
0,0,200000,0,0,340000,
0,0,200600,0,0,339400,
0,0,200600,0,0,339400,
0,0,200600,0,0,339400,
0,0,198200,0,0,341800,
0,0,198200,0,0,341800,
0,0,198200,0,0,341800,
0,0,198800,0,0,341200,
0,0,191600,0,0,348400,
0,0,191600,0,0,348400,
0,0,191000,0,0,349000,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,200600,0,0,339400,
0,0,206000,0,0,334000,
0,0,202400,0,0,337600,
0,0,196400,0,0,343600,
0,0,187400,0,0,352600,
0,0,180200,0,0,359800,
0,0,174200,0,0,365800,
0,0,168800,0,0,371200,
0,0,168800,0,0,371200,
0,0,169400,0,0,370600,
0,0,169400,0,0,370600,
0,0,169400,0,0,370600,
0,0,168800,0,0,371200,
0,0,168800,0,0,371200,
0,0,165200,0,0,374800,
0,0,157400,0,0,382600,
0,0,157400,0,0,382600,
0,0,157400,0,0,382600,
0,0,147800,0,0,392200,
0,0,147800,0,0,392200,
0,0,147800,0,0,392200,
0,0,155600,0,0,384400,
0,0,155600,0,0,384400,
0,0,155600,0,0,384400,
0,0,144200,0,0,395800,
0,0,144200,0,0,395800,
0,0,153200,0,0,386800,
0,0,153800,0,0,386200,
0,0,153800,0,0,386200,
0,0,162800,0,0,377200,
0,0,168800,0,0,371200,
0,0,170600,0,0,369400,
0,0,170600,0,0,369400,
0,0,170000,0,0,370000,
0,0,170000,0,0,370000,
0,0,166400,0,0,373600,
0,0,167000,0,0,373000,
0,0,167000,0,0,373000,
0,0,167000,0,0,373000,
0,0,164900,0,0,375100,
0,0,164900,0,0,375100,
0,0,164900,0,0,375100,
0,0,164300,0,0,375700,
0,0,157100,0,0,382900,
0,0,151700,0,0,388300,
0,0,152300,0,0,387700,
0,0,152300,0,0,387700,
0,0,150500,0,0,389500,
0,0,151100,0,0,388900,
0,0,142100,0,0,397900,
0,0,142100,0,0,397900,
0,0,142700,0,0,397300,
0,0,149900,0,0,390100,
0,0,149900,0,0,390100,
0,0,145700,0,0,394300,
0,0,147500,0,0,392500,
0,0,149300,0,0,390700,
0,0,149900,0,0,390100,
0,0,149900,0,0,390100,
0,0,149900,0,0,390100,
0,0,149300,0,0,390700,
0,0,149300,0,0,390700,
0,0,149300,0,0,390700,
0,0,148700,0,0,391300,
0,0,148700,0,0,391300,
0,0,148700,0,0,391300,
0,0,154400,0,0,385600,
0,0,154400,0,0,385600,
0,0,156200,0,0,383800,
0,0,148700,0,0,391300,
0,0,152300,0,0,387700,
0,0,146900,0,0,393100,
0,0,149300,0,0,390700,
0,0,149300,0,0,390700,
0,0,149300,0,0,390700,
0,0,143300,0,0,396700,
0,0,143300,0,0,396700,
0,0,143300,0,0,396700,
0,0,142700,0,0,397300,
0,0,142700,0,0,397300,
0,0,131900,0,0,408100,
0,0,127700,0,0,412300,
0,0,127700,0,0,412300,
0,0,127700,0,0,412300,
0,0,125300,0,0,414700,
0,0,125300,0,0,414700,
0,0,125300,0,0,414700,
0,0,117800,0,0,422200,
0,0,117800,0,0,422200,
0,0,107000,0,0,433000,
0,0,106400,0,0,433600,
0,0,99200,0,0,440800,
0,0,99200,0,0,440800,
0,0,99800,0,0,440200,
0,0,103400,0,0,436600,
0,0,114200,0,0,425800,
0,0,113600,0,0,426400,
0,0,113600,0,0,426400,
0,0,113600,0,0,426400,
0,0,113600,0,0,426400,
0,0,113600,0,0,426400,
0,0,113600,0,0,426400,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,109400,0,0,430600,
0,0,113600,0,0,426400,
0,0,113600,0,0,426400,
0,0,113600,0,0,426400,
0,0,114200,0,0,425800,
0,0,114200,0,0,425800,
0,0,114200,0,0,425800,
0,0,118400,0,0,421600,
0,0,118400,0,0,421600,
0,0,134600,0,0,405400,
0,0,135200,0,0,404800,
0,0,135200,0,0,404800,
0,0,135200,0,0,404800,
0,0,146600,0,0,393400,
0,0,139400,0,0,400600,
0,0,139400,0,0,400600,
0,0,128000,0,0,412000,
0,0,135200,0,0,404800,
0,0,135200,0,0,404800,
0,0,134600,0,0,405400,
0,0,134600,0,0,405400,
0,0,134600,0,0,405400,
0,0,126800,0,0,413200,
0,0,126800,0,0,413200,
0,0,139400,0,0,400600,
0,0,145400,0,0,394600,
0,0,145400,0,0,394600,
0,0,145400,0,0,394600,
0,0,141500,0,0,398500,
0,0,143300,0,0,396700,
0,0,148700,0,0,391300,
0,0,137300,0,0,402700,
0,0,137300,0,0,402700,
0,0,137300,0,0,402700,
0,0,133100,0,0,406900,
0,0,133100,0,0,406900,
0,0,138500,0,0,401500,
0,0,149900,0,0,390100,
0,0,142700,0,0,397300,
0,0,153500,0,0,386500,
0,0,152900,0,0,387100,
0,0,163700,0,0,376300,
0,0,163700,0,0,376300,
0,0,167600,0,0,372400,
0,0,174800,0,0,365200,
0,0,173000,0,0,367000,
0,0,184400,0,0,355600,
0,0,184400,0,0,355600,
0,0,197000,0,0,343000,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,190400,0,0,349600,
0,0,190400,0,0,349600,
0,0,190400,0,0,349600,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,196400,0,0,343600,
0,0,195800,0,0,344200,
0,0,194000,0,0,346000,
0,0,186800,0,0,353200,
0,0,175400,0,0,364600,
0,0,175400,0,0,364600,
0,0,175400,0,0,364600,
0,0,169400,0,0,370600,
0,0,169400,0,0,370600,
0,0,169400,0,0,370600,
0,0,161600,0,0,378400,
0,0,161600,0,0,378400,
0,0,161600,0,0,378400,
0,0,162200,0,0,377800,
0,0,162200,0,0,377800,
0,0,167600,0,0,372400,
0,0,168200,0,0,371800,
0,0,168200,0,0,371800,
0,0,168200,0,0,371800,
0,0,168800,0,0,371200,
0,0,168800,0,0,371200,
0,0,172400,0,0,367600,
0,0,178400,0,0,361600,
0,0,185600,0,0,354400,
0,0,183800,0,0,356200,
0,0,181400,0,0,358600,
0,0,192200,0,0,347800,
0,0,192200,0,0,347800,
0,0,198200,0,0,341800,
0,0,200000,0,0,340000,
0,0,200000,0,0,340000,
0,0,200600,0,0,339400,
0,0,202400,0,0,337600,
0,0,202400,0,0,337600,
0,0,203000,0,0,337000,
0,0,203000,0,0,337000,
0,0,203000,0,0,337000,
0,0,203600,0,0,336400,
0,0,203600,0,0,336400,
0,0,200000,0,0,340000,
0,0,199400,0,0,340600,
0,0,199400,0,0,340600,
0,0,204800,0,0,335200,
0,0,214400,0,0,325600,
0,0,214400,0,0,325600,
0,0,214400,0,0,325600,
0,0,213800,0,0,326200,
0,0,213800,0,0,326200,
0,0,213800,0,0,326200,
0,0,226700,0,0,313300,
0,0,233900,0,0,306100,
0,0,233900,0,0,306100,
0,0,239900,0,0,300100,
0,0,239900,0,0,300100,
0,0,230900,0,0,309100,
0,0,231500,0,0,308500,
0,0,222500,0,0,317500,
0,0,222500,0,0,317500,
0,0,233900,0,0,306100,
0,0,233900,0,0,306100,
0,0,233900,0,0,306100,
0,0,229700,0,0,310300,
0,0,229700,0,0,310300,
0,0,227900,0,0,312100,
0,0,218600,0,0,321400,
0,0,218600,0,0,321400,
0,0,218600,0,0,321400,
0,0,214400,0,0,325600,
0,0,216200,0,0,323800,
0,0,223400,0,0,316600,
0,0,224000,0,0,316000,
0,0,215000,0,0,325000,
0,0,215000,0,0,325000,
0,0,215600,0,0,324400,
0,0,215600,0,0,324400,
0,0,215600,0,0,324400,
0,0,209900,0,0,330100,
0,0,209900,0,0,330100,
0,0,209900,0,0,330100,
0,0,214100,0,0,325900,
0,0,215900,0,0,324100,
0,0,221300,0,0,318700,
0,0,221900,0,0,318100,
0,0,232700,0,0,307300,
0,0,230900,0,0,309100,
0,0,226700,0,0,313300,
0,0,226700,0,0,313300,
0,0,230300,0,0,309700,
0,0,230900,0,0,309100,
0,0,234500,0,0,305500,
0,0,230900,0,0,309100,
0,0,231500,0,0,308500,
0,0,236900,0,0,303100,
0,0,236900,0,0,303100,
0,0,232700,0,0,307300,
0,0,238100,0,0,301900,
0,0,238100,0,0,301900,
0,0,238700,0,0,301300,
0,0,238700,0,0,301300,
0,0,238700,0,0,301300,
0,0,232700,0,0,307300,
0,0,232700,0,0,307300,
0,0,232700,0,0,307300,
0,0,235100,0,0,304900,
0,0,235100,0,0,304900,
0,0,235100,0,0,304900,
0,0,237500,0,0,302500,
0,0,237500,0,0,302500,
0,0,237500,0,0,302500,
0,0,236900,0,0,303100,
0,0,236900,0,0,303100,
0,0,236900,0,0,303100,
0,0,236300,0,0,303700,
0,0,236300,0,0,303700,
0,0,236300,0,0,303700,
0,0,235700,0,0,304300,
0,0,235700,0,0,304300,
0,0,235700,0,0,304300,
0,0,227900,0,0,312100,
0,0,229700,0,0,310300,
0,0,227900,0,0,312100,
0,0,216500,0,0,323500,
0,0,216500,0,0,323500,
0,0,216500,0,0,323500,
0,0,210500,0,0,329500,
0,0,197900,0,0,342100,
0,0,197900,0,0,342100,
0,0,197300,0,0,342700,
0,0,197300,0,0,342700,
0,0,200900,0,0,339100,
0,0,200300,0,0,339700,
0,0,200300,0,0,339700,
0,0,200300,0,0,339700,
0,0,209900,0,0,330100,
0,0,209900,0,0,330100,
0,0,209900,0,0,330100,
0,0,209300,0,0,330700,
0,0,209300,0,0,330700,
0,0,203900,0,0,336100,
0,0,203300,0,0,336700,
0,0,203300,0,0,336700,
0,0,203300,0,0,336700,
0,0,209300,0,0,330700,
0,0,212900,0,0,327100,
0,0,212900,0,0,327100,
0,0,213500,0,0,326500,
0,0,211700,0,0,328300,
0,0,211700,0,0,328300,
0,0,211100,0,0,328900,
0,0,211100,0,0,328900,
0,0,211100,0,0,328900,
0,0,217100,0,0,322900,
0,0,217100,0,0,322900,
0,0,217100,0,0,322900,
0,0,217700,0,0,322300,
0,0,217700,0,0,322300,
0,0,214100,0,0,325900,
0,0,214700,0,0,325300,
0,0,214700,0,0,325300,
0,0,214700,0,0,325300,
0,0,215300,0,0,324700,
0,0,224300,0,0,315700,
0,0,224300,0,0,315700,
0,0,216500,0,0,323500,
0,0,216500,0,0,323500,
0,0,216500,0,0,323500,
0,0,210500,0,0,329500,
0,0,210500,0,0,329500,
0,0,208700,0,0,331300,
0,0,208100,0,0,331900,
0,0,208100,0,0,331900,
0,0,208100,0,0,331900,
0,0,207500,0,0,332500,
0,0,207500,0,0,332500,
0,0,209300,0,0,330700,
0,0,215300,0,0,324700,
0,0,211700,0,0,328300,
0,0,211700,0,0,328300,
0,0,215900,0,0,324100,
0,0,215900,0,0,324100,
0,0,215900,0,0,324100,
0,0,213500,0,0,326500,
0,0,213500,0,0,326500,
0,0,202700,0,0,337300,
0,0,203300,0,0,336700,
0,0,208700,0,0,331300,
0,0,208700,0,0,331300,
0,0,208100,0,0,331900,
0,0,208100,0,0,331900,
0,0,208100,0,0,331900,
0,0,207500,0,0,332500,
0,0,205700,0,0,334300,
0,0,207500,0,0,332500,
0,0,208100,0,0,331900,
0,0,208100,0,0,331900,
0,0,215300,0,0,324700,
0,0,226700,0,0,313300,
0,0,233900,0,0,306100,
0,0,233900,0,0,306100,
0,0,233300,0,0,306700,
0,0,233300,0,0,306700,
0,0,233300,0,0,306700,
0,0,233900,0,0,306100,
0,0,233900,0,0,306100,
0,0,233900,0,0,306100,
0,0,234500,0,0,305500,
0,0,234500,0,0,305500,
0,0,234500,0,0,305500,
0,0,234500,0,0,305500,
0,0,247100,0,0,292900,
0,0,247100,0,0,292900,
0,0,247700,0,0,292300,
0,0,247700,0,0,292300,
0,0,247700,0,0,292300,
0,0,248300,0,0,291700,
0,0,255500,0,0,284500,
0,0,255500,0,0,284500,
0,0,254900,0,0,285100,
0,0,256700,0,0,283300,
0,0,265700,0,0,274300,
0,0,265100,0,0,274900,
0,0,265100,0,0,274900,
0,0,265100,0,0,274900,
0,0,265700,0,0,274300,
0,0,265700,0,0,274300,
0,0,265700,0,0,274300,
0,0,275300,0,0,264700,
0,0,275300,0,0,264700,
0,0,275300,0,0,264700,
0,0,275300,0,0,264700,
0,0,275300,0,0,264700,
0,0,278900,0,0,261100,
0,0,278300,0,0,261700,
0,0,278300,0,0,261700,
0,0,278300,0,0,261700,
0,0,277700,0,0,262300,
0,0,277700,0,0,262300,
0,0,277700,0,0,262300,
0,0,273500,0,0,266500,
0,0,268100,0,0,271900,
0,0,264500,0,0,275500,
0,0,270500,0,0,269500,
0,0,270500,0,0,269500,
0,0,270500,0,0,269500,
0,0,271100,0,0,268900,
0,0,271100,0,0,268900,
0,0,271100,0,0,268900,
0,0,271700,0,0,268300,
0,0,271700,0,0,268300,
0,0,271700,0,0,268300,
0,0,272300,0,0,267700,
0,0,266900,0,0,273100,
0,0,266900,0,0,273100,
0,0,267500,0,0,272500,
0,0,267500,0,0,272500,
0,0,267500,0,0,272500,
0,0,259700,0,0,280300,
0,0,257900,0,0,282100,
0,0,257900,0,0,282100,
0,0,262100,0,0,277900,
0,0,262100,0,0,277900,
0,0,262100,0,0,277900,
0,0,275000,0,0,265000,
0,0,275000,0,0,265000,
0,0,275000,0,0,265000,
0,0,265400,0,0,274600,
0,0,272600,0,0,267400,
0,0,272600,0,0,267400,
0,0,273200,0,0,266800,
0,0,273200,0,0,266800,
0,0,264200,0,0,275800,
0,0,258200,0,0,281800,
0,0,258200,0,0,281800,
0,0,263600,0,0,276400,
0,0,275000,0,0,265000,
0,0,287600,0,0,252400,
0,0,298400,0,0,241600,
0,0,297800,0,0,242200,
0,0,299600,0,0,240400,
0,0,297800,0,0,242200,
0,0,309200,0,0,230800,
0,0,309200,0,0,230800,
0,0,309200,0,0,230800,
0,0,301400,0,0,238600,
0,0,301400,0,0,238600,
0,0,301400,0,0,238600,
0,0,303500,0,0,236500,
0,0,299900,0,0,240100,
0,0,289100,0,0,250900,
0,0,289700,0,0,250300,
0,0,289700,0,0,250300,
0,0,289700,0,0,250300,
0,0,290300,0,0,249700,
0,0,290300,0,0,249700,
0,0,290300,0,0,249700,
0,0,289700,0,0,250300,
0,0,289700,0,0,250300,
0,0,289700,0,0,250300,
0,0,299300,0,0,240700,
0,0,290300,0,0,249700,
0,0,290300,0,0,249700,
0,0,284300,0,0,255700,
0,0,284300,0,0,255700,
0,0,284300,0,0,255700,
0,0,283700,0,0,256300,
0,0,287300,0,0,252700,
0,0,287300,0,0,252700,
0,0,293300,0,0,246700,
0,0,300500,0,0,239500,
0,0,300500,0,0,239500,
0,0,299900,0,0,240100,
0,0,299900,0,0,240100,
0,0,303500,0,0,236500,
0,0,299300,0,0,240700,
0,0,306500,0,0,233500,
0,0,306500,0,0,233500,
0,0,298700,0,0,241300,
0,0,298700,0,0,241300,
0,0,298700,0,0,241300,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,302300,0,0,237700,
0,0,304100,0,0,235900,
0,0,314900,0,0,225100,
0,0,308900,0,0,231100,
0,0,312500,0,0,227500,
0,0,312500,0,0,227500,
0,0,318500,0,0,221500,
0,0,323900,0,0,216100,
0,0,322100,0,0,217900,
0,0,321500,0,0,218500,
0,0,323300,0,0,216700,
0,0,321500,0,0,218500,
0,0,320900,0,0,219100,
0,0,320900,0,0,219100,
0,0,320900,0,0,219100,
0,0,320300,0,0,219700,
0,0,322100,0,0,217900,
0,0,322100,0,0,217900,
0,0,316100,0,0,223900,
0,0,316100,0,0,223900,
0,0,312500,0,0,227500,
0,0,313100,0,0,226900,
0,0,313100,0,0,226900,
0,0,313100,0,0,226900,
0,0,313700,0,0,226300,
0,0,313700,0,0,226300,
0,0,313700,0,0,226300,
0,0,313100,0,0,226900,
0,0,313100,0,0,226900,
0,0,313100,0,0,226900,
0,0,312500,0,0,227500,
0,0,312500,0,0,227500,
0,0,312500,0,0,227500,
0,0,311900,0,0,228100,
0,0,311900,0,0,228100,
0,0,310100,0,0,229900,
0,0,317900,0,0,222100,
0,0,317900,0,0,222100,
0,0,317900,0,0,222100,
0,0,308300,0,0,231700,
0,0,315500,0,0,224500,
0,0,317300,0,0,222700,
0,0,311300,0,0,228700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,301700,0,0,238300,
0,0,301700,0,0,238300,
0,0,307100,0,0,232900,
0,0,307700,0,0,232300,
0,0,307700,0,0,232300,
0,0,307700,0,0,232300,
0,0,308300,0,0,231700,
0,0,308300,0,0,231700,
0,0,308300,0,0,231700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302900,0,0,237100,
0,0,295700,0,0,244300,
0,0,295700,0,0,244300,
0,0,295100,0,0,244900,
0,0,295100,0,0,244900,
0,0,295100,0,0,244900,
0,0,304700,0,0,235300,
0,0,304700,0,0,235300,
0,0,304700,0,0,235300,
0,0,304700,0,0,235300,
0,0,297500,0,0,242500,
0,0,297500,0,0,242500,
0,0,296900,0,0,243100,
0,0,300500,0,0,239500,
0,0,300500,0,0,239500,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,301700,0,0,238300,
0,0,301700,0,0,238300,
0,0,292700,0,0,247300,
0,0,293300,0,0,246700,
0,0,295100,0,0,244900,
0,0,302300,0,0,237700,
0,0,301700,0,0,238300,
0,0,298100,0,0,241900,
0,0,296300,0,0,243700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,292700,0,0,247300,
0,0,294500,0,0,245500,
0,0,285500,0,0,254500,
0,0,286100,0,0,253900,
0,0,286100,0,0,253900,
0,0,293300,0,0,246700,
0,0,293900,0,0,246100,
0,0,295700,0,0,244300,
0,0,295700,0,0,244300,
0,0,299900,0,0,240100,
0,0,299900,0,0,240100,
0,0,299900,0,0,240100,
0,0,288500,0,0,251500,
0,0,288500,0,0,251500,
0,0,288500,0,0,251500,
0,0,287900,0,0,252100,
0,0,298700,0,0,241300,
0,0,298700,0,0,241300,
0,0,308300,0,0,231700,
0,0,308300,0,0,231700,
0,0,308300,0,0,231700,
0,0,308900,0,0,231100,
0,0,308900,0,0,231100,
0,0,308900,0,0,231100,
0,0,314900,0,0,225100,
0,0,305900,0,0,234100,
0,0,296900,0,0,243100,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302900,0,0,237100,
0,0,301100,0,0,238900,
0,0,293900,0,0,246100,
0,0,293300,0,0,246700,
0,0,289700,0,0,250300,
0,0,289700,0,0,250300,
0,0,292100,0,0,247900,
0,0,292100,0,0,247900,
0,0,290300,0,0,249700,
0,0,296300,0,0,243700,
0,0,301700,0,0,238300,
0,0,294500,0,0,245500,
0,0,295100,0,0,244900,
0,0,295100,0,0,244900,
0,0,304100,0,0,235900,
0,0,303500,0,0,236500,
0,0,296300,0,0,243700,
0,0,296300,0,0,243700,
0,0,292100,0,0,247900,
0,0,292100,0,0,247900,
0,0,288500,0,0,251500,
0,0,287900,0,0,252100,
0,0,287900,0,0,252100,
0,0,277100,0,0,262900,
0,0,288200,0,0,251800,
0,0,288200,0,0,251800,
0,0,288200,0,0,251800,
0,0,287600,0,0,252400,
0,0,276800,0,0,263200,
0,0,276800,0,0,263200,
0,0,276200,0,0,263800,
0,0,281600,0,0,258400,
0,0,281600,0,0,258400,
0,0,282200,0,0,257800,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,284600,0,0,255400,
0,0,284600,0,0,255400,
0,0,286400,0,0,253600,
0,0,287000,0,0,253000,
0,0,287000,0,0,253000,
0,0,287000,0,0,253000,
0,0,287600,0,0,252400,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,290000,0,0,250000,
0,0,279200,0,0,260800,
0,0,279200,0,0,260800,
0,0,288800,0,0,251200,
0,0,288800,0,0,251200,
0,0,288800,0,0,251200,
0,0,288200,0,0,251800,
0,0,288200,0,0,251800,
0,0,288200,0,0,251800,
0,0,288800,0,0,251200,
0,0,288800,0,0,251200,
0,0,288800,0,0,251200,
0,0,286400,0,0,253600,
0,0,286400,0,0,253600,
0,0,286400,0,0,253600,
0,0,276800,0,0,263200,
0,0,276800,0,0,263200,
0,0,278600,0,0,261400,
0,0,279200,0,0,260800,
0,0,279200,0,0,260800,
0,0,279200,0,0,260800,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,286400,0,0,253600,
0,0,286400,0,0,253600,
0,0,281000,0,0,259000,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,281000,0,0,259000,
0,0,281000,0,0,259000,
0,0,281000,0,0,259000,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,286400,0,0,253600,
0,0,286400,0,0,253600,
0,0,288200,0,0,251800,
0,0,288800,0,0,251200,
0,0,288800,0,0,251200,
0,0,288800,0,0,251200,
0,0,291200,0,0,248800,
0,0,291200,0,0,248800,
0,0,291200,0,0,248800,
0,0,283400,0,0,256600,
0,0,283400,0,0,256600,
0,0,283400,0,0,256600,
0,0,284000,0,0,256000,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,278000,0,0,262000,
0,0,279800,0,0,260200,
0,0,279800,0,0,260200,
0,0,282200,0,0,257800,
0,0,284000,0,0,256000,
0,0,276800,0,0,263200,
0,0,277400,0,0,262600,
0,0,286400,0,0,253600,
0,0,288200,0,0,251800,
0,0,287600,0,0,252400,
0,0,291200,0,0,248800,
0,0,291200,0,0,248800,
0,0,290600,0,0,249400,
0,0,290600,0,0,249400,
0,0,290600,0,0,249400,
0,0,290000,0,0,250000,
0,0,290000,0,0,250000,
0,0,290000,0,0,250000,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,280400,0,0,259600,
0,0,279800,0,0,260200,
0,0,279800,0,0,260200,
0,0,274400,0,0,265600,
0,0,275000,0,0,265000,
0,0,275000,0,0,265000,
0,0,287600,0,0,252400,
0,0,287000,0,0,253000,
0,0,287000,0,0,253000,
0,0,287000,0,0,253000,
0,0,286400,0,0,253600,
0,0,286400,0,0,253600,
0,0,286400,0,0,253600,
0,0,287000,0,0,253000,
0,0,287000,0,0,253000,
0,0,285200,0,0,254800,
0,0,284600,0,0,255400,
0,0,288200,0,0,251800,
0,0,282800,0,0,257200,
0,0,283400,0,0,256600,
0,0,283400,0,0,256600,
0,0,283400,0,0,256600,
0,0,282800,0,0,257200,
0,0,282800,0,0,257200,
0,0,291800,0,0,248200,
0,0,296000,0,0,244000,
0,0,296000,0,0,244000,
0,0,296000,0,0,244000,
0,0,295400,0,0,244600,
0,0,291800,0,0,248200,
0,0,291800,0,0,248200,
0,0,285800,0,0,254200,
0,0,285800,0,0,254200,
0,0,285800,0,0,254200,
0,0,285800,0,0,254200,
0,0,293000,0,0,247000,
0,0,293000,0,0,247000,
0,0,299000,0,0,241000,
0,0,299000,0,0,241000,
0,0,299000,0,0,241000,
0,0,299600,0,0,240400,
0,0,308600,0,0,231400,
0,0,306800,0,0,233200,
0,0,306200,0,0,233800,
0,0,306200,0,0,233800,
0,0,295400,0,0,244600,
0,0,296000,0,0,244000,
0,0,296000,0,0,244000,
0,0,296000,0,0,244000,
0,0,305300,0,0,234700,
0,0,305300,0,0,234700,
0,0,305300,0,0,234700,
0,0,314900,0,0,225100,
0,0,314900,0,0,225100,
0,0,314900,0,0,225100,
0,0,315500,0,0,224500,
0,0,310100,0,0,229900,
0,0,310100,0,0,229900,
0,0,316100,0,0,223900,
0,0,316100,0,0,223900,
0,0,316100,0,0,223900,
0,0,315500,0,0,224500,
0,0,310100,0,0,229900,
0,0,304700,0,0,235300,
0,0,305300,0,0,234700,
0,0,305300,0,0,234700,
0,0,305300,0,0,234700,
0,0,299300,0,0,240700,
0,0,299300,0,0,240700,
0,0,295700,0,0,244300,
0,0,298100,0,0,241900,
0,0,294500,0,0,245500,
0,0,301700,0,0,238300,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,304700,0,0,235300,
0,0,304700,0,0,235300,
0,0,304700,0,0,235300,
0,0,305300,0,0,234700,
0,0,305300,0,0,234700,
0,0,305300,0,0,234700,
0,0,313100,0,0,226900,
0,0,313100,0,0,226900,
0,0,323900,0,0,216100,
0,0,324500,0,0,215500,
0,0,324500,0,0,215500,
0,0,324500,0,0,215500,
0,0,316700,0,0,223300,
0,0,316700,0,0,223300,
0,0,323900,0,0,216100,
0,0,323300,0,0,216700,
0,0,323300,0,0,216700,
0,0,323300,0,0,216700,
0,0,331100,0,0,208900,
0,0,331100,0,0,208900,
0,0,331100,0,0,208900,
0,0,338900,0,0,201100,
0,0,338900,0,0,201100,
0,0,338900,0,0,201100,
0,0,339500,0,0,200500,
0,0,339500,0,0,200500,
0,0,339500,0,0,200500,
0,0,339500,0,0,200500,
0,0,339500,0,0,200500,
0,0,339500,0,0,200500,
0,0,341900,0,0,198100,
0,0,341900,0,0,198100,
0,0,341900,0,0,198100,
0,0,349400,0,0,190600,
0,0,358400,0,0,181600,
0,0,358400,0,0,181600,
0,0,366200,0,0,173800,
0,0,369800,0,0,170200,
0,0,380600,0,0,159400,
0,0,374600,0,0,165400,
0,0,374600,0,0,165400,
0,0,369200,0,0,170800,
0,0,380600,0,0,159400,
0,0,380600,0,0,159400,
0,0,380600,0,0,159400,
0,0,380000,0,0,160000,
0,0,380000,0,0,160000,
0,0,380000,0,0,160000,
0,0,389600,0,0,150400,
0,0,389600,0,0,150400,
0,0,389600,0,0,150400,
0,0,389000,0,0,151000,
0,0,389000,0,0,151000,
0,0,392600,0,0,147400,
0,0,383000,0,0,157000,
0,0,383000,0,0,157000,
0,0,383000,0,0,157000,
0,0,382400,0,0,157600,
0,0,375200,0,0,164800,
0,0,375200,0,0,164800,
0,0,375800,0,0,164200,
0,0,375800,0,0,164200,
0,0,375800,0,0,164200,
0,0,371600,0,0,168400,
0,0,371600,0,0,168400,
0,0,371600,0,0,168400,
0,0,381200,0,0,158800,
0,0,381200,0,0,158800,
0,0,383000,0,0,157000,
0,0,390800,0,0,149200,
